Link;Fiyat;İlan Tarihi;Marka;Seri;Model;Yıl;Kilometre;Vites;Yakıt;Kasa Tipi;Renk;Motor Hacmi;Motor Gücü;Araç Durumu;Boya-değişen
https://www.arabam.com/ilan/sahibinden-satilik-bmw-i-serisi-i5-m60-xdrive/almak-istedigim-arac-satildigindan-fiyati-degistiriyorum-takas-icin-aramayin-pazarlik-var/30582969;8.475.000 TL;24 Kasım 2025;BMW;i Serisi;i5 M60 xDrive;2025;6.000 km;Otomatik;Elektrik;Sedan;Bej;;442 kW;İkinci El;Tamamı orjinal
https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-ed-sport-line/galeriden-bmw-3-serisi-320i-ed-sport-line-2016-model-antalya/35095952;1.545.000 TL;24 Kasım 2025;BMW;3 Serisi;320i ED Sport Line;2016;163.000 km;Otomatik;60 lt;Sedan;Beyaz;1598 cc;170 hp;İkinci El;1 değişen, 2 boyalı
https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520d-xdrive-special-edition-luxury-line/karta-12-taksit-2021-bmw-520d-xdrive-special-edition-luxury-line/30769159;3.790.000 TL;24 Kasım 2025;BMW;5 Serisi;520d xDrive Special Edition Luxury Line;2021;103.000 km;Otomatik;Dizel;Sedan;Füme;1801 - 2000 cm3;176 - 200 HP;İkinci El;1 değişen, 1 boyalı
https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-318i-standart/sahibinden-bmw-3-serisi-318i-standart-1998-model/35076925;449.000 TL;24 Kasım 2025;BMW;3 Serisi;318i Standart;1998;342.000 km;Düz;63 lt;Sedan;Gri (Gümüş);1895 cc;118 hp;İkinci El;Tamamı boyalı
https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-ed-m-plus/sadece-165-binde-hatasiz-boyasiz-m-plus-2016-cikisli/33939791;1.699.750 TL;24 Kasım 2025;BMW;3 Serisi;320i ED M Plus;2015;165.000 km;Otomatik;Benzin;Sedan;Mavi;1401 - 1600 cm3;151 - 175 HP;İkinci El;Tamamı orjinal
https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-316i-m-sport/srn-2013-boyasiz-m-sport-lci-nbt-recaro-dusuk-km-firsat-arac/33443743;1.369.000 TL;24 Kasım 2025;BMW;3 Serisi;316i M Sport;2013;162.000 km;Otomatik;Benzin;Sedan;Beyaz;1401 - 1600 cm3;126 - 150 HP;İkinci El;Tamamı orjinal
https://www.arabam.com/ilan/galeriden-satilik-bmw-1-serisi-116i-comfort/ogun-otomotiv-den-satilik-bmw-1-16-i-full/31148924;1.125.000 TL;24 Kasım 2025;BMW;1 Serisi;116i Comfort;2014;198.000 km;Otomatik;52 lt;Hatchback/5;Beyaz;1598 cc;136 hp;İkinci El;3 boyalı
https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-sport-line/2024-bmw-320i-sportline-adaptif-cruise-head-up-e-sim-20-kdv/34785910;3.225.000 TL;23 Kasım 2025;BMW;3 Serisi;320i Sport Line;2024;58.000 km;Otomatik;59 lt;Sedan;Siyah;1597 cc;170 hp;İkinci El;4 boyalı
https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-ed-techno-plus/bmw-320ied-techno-plus-170-hp-nokta-hatasiz-boyasiz-tramersiz/34463109;"1.159.000 TL
1.130.000 TL";23 Kasım 2025;BMW;3 Serisi;320i ED Techno Plus;2013;219.000 km;Otomatik;60 lt;Sedan;Beyaz;1598 cc;170 hp;İkinci El;Tamamı orjinal
https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520d-premium/murat-patat-otomotivden-kusursuz-5-20d-premium/33940747;1.250.000 TL;23 Kasım 2025;BMW;5 Serisi;520d Premium;2011;329.000 km;Otomatik;Dizel;Sedan;Siyah;1801 - 2000 cm3;176 - 200 HP;İkinci El;4 boyalı
https://www.arabam.com/ilan/galeriden-satilik-bmw-1-serisi-118i-joy-plus/rast-auto-2017-bmw-1-18i-sunroof-170-km-acilll/34750258;1.049.000 TL;22 Kasım 2025;BMW;1 Serisi;118i Joy Plus;2017;170.000 km;Otomatik;52 lt;Hatchback/5;Beyaz;1499 cc;136 hp;İkinci El;4 değişen, 2 boyalı
https://www.arabam.com/ilan/galeriden-satilik-bmw-1-serisi-116i-comfort/bmw-116i-2014-121800km-hatasiz-boyasiz/34574434;1.135.000 TL;22 Kasım 2025;BMW;1 Serisi;116i Comfort;2014;121.800 km;Otomatik;52 lt;Hatchback/5;Beyaz;1598 cc;136 hp;İkinci El;Tamamı orjinal
https://www.arabam.com/ilan/galeriden-satilik-bmw-1-serisi-116i-comfort/mak-motors-sunroof-mbodykit-g-gorus-imola-kirmizi-vade-kredi/32927711;890.000 TL;22 Kasım 2025;BMW;1 Serisi;116i Comfort;2014;215.000 km;Otomatik;52 lt;Hatchback/5;Kırmızı;1598 cc;136 hp;İkinci El;2 değişen, 3 boyalı
https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-316i-m-sport/srn-110bin-km-hatasiz-tramersiz-m-sport-sunroof-19-jant-firsat/32078476;1.389.000 TL;22 Kasım 2025;BMW;3 Serisi;316i M Sport;2012;110.000 km;Otomatik;Benzin;Sedan;Siyah;1401 - 1600 cm3;126 - 150 HP;İkinci El;Belirtilmemiş
https://www.arabam.com/ilan/galeriden-satilik-bmw-4-serisi-420d-m-sport/bmw-4-20d-m-sport-nbt-hayalet-cobra-emsalsiz-temizlikte-dusuk-km/34165840;2.280.000 TL;21 Kasım 2025;BMW;4 Serisi;420d M Sport;2014;145.000 km;Otomatik;57 lt;-;Mavi;1995 cc;184 hp;İkinci El;Tamamı orjinal
https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520i-premium/2014-cikisli-bmw-520i-vakum-hayalet-nbt-hafiza-hatasiz-kusursuz/33351483;1.500.000 TL;21 Kasım 2025;BMW;5 Serisi;520i Premium;2013;213.000 km;Otomatik;Benzin;Sedan;Beyaz;1401 - 1600 cm3;151 - 175 HP;İkinci El;1 değişen, 4 boyalı
https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-ed-40th-year-edition/sahin-oto-galeri-2016-bmw-3-20i-40thyear-edition-taba-doseme-lci/33080210;1.750.000 TL;21 Kasım 2025;BMW;3 Serisi;320i ED 40th Year Edition;2016;158.000 km;Otomatik;Benzin;Sedan;Beyaz;1401 - 1600 cm3;151 - 175 HP;İkinci El;2 boyalı
https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520i-luxury-line/demir-motors-2022-luxury-keyless-go-otonom-recora-koltuk-20/34673630;3.660.000 TL;20 Kasım 2025;BMW;5 Serisi;520i Luxury Line;2022;72.000 km;Otomatik;68 lt;Sedan;Beyaz;1597 cc;170 hp;İkinci El;Tamamı orjinal
https://www.arabam.com/ilan/galeriden-satilik-bmw-4-serisi-418i-gran-coupe-m-sport/2017-160-000-km-de-4-18-i-gran-coupe-prestige-m-sport/34673473;1.525.000 TL;20 Kasım 2025;BMW;4 Serisi;418i Gran Coupe M Sport;2017;160.000 km;Otomatik;Benzin;Coupe;Beyaz;1401 - 1600 cm3;126 - 150 HP;İkinci El;5 boyalı
https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-316i-standart/hatasiz-boyasiz-bmw-e90-sadece-160bin-km-de-premium-surus-keyfi/34463048;985.000 TL;20 Kasım 2025;BMW;3 Serisi;316i Standart;2007;160.000 km;Düz;Benzin;Sedan;Siyah;1401 - 1600 cm3;101 - 125 HP;İkinci El;Tamamı orjinal
https://www.arabam.com/ilan/galeriden-satilik-bmw-4-serisi-418i-gran-coupe-luxury-line/tekcare-motor-s-418i-gran-coupe-2015-model/33836257;1.360.000 TL;20 Kasım 2025;BMW;4 Serisi;418i Gran Coupe Luxury Line;2015;254.000 km;Otomatik;60 lt;Coupe;Beyaz;1499 cc;136 hp;İkinci El;1 değişen, 2 boyalı
https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-ed-40th-year-edition/duman-auto-2015-bmw-320i-ed-lci-m-body-hafiza-recore-176-000-km/33080213;1.525.000 TL;20 Kasım 2025;BMW;3 Serisi;320i ED 40th Year Edition;2015;176.000 km;Otomatik;Benzin;Sedan;Beyaz;1401 - 1600 cm3;151 - 175 HP;İkinci El;1 değişen
https://www.arabam.com/ilan/galeriden-satilik-bmw-2-serisi-218i-gran-coupe-first-edition-m-sport/hatasiz-boyasiz-degisensiz-dusuk-km-li-full-paket-bmv/31944482;2.390.000 TL;20 Kasım 2025;BMW;2 Serisi;218i Gran Coupe First Edition M Sport;2020;45.000 km;Otomatik;Benzin;Coupe;Beyaz;1401 - 1600 cm3;126 - 150 HP;İkinci El;Tamamı orjinal
https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-525d-xdrive-premium/kazasiz-degisensiz-bmw-525xdrive-nbt-vakum-elk-bagj-hayalet-ekra/29665997;2.085.000 TL;20 Kasım 2025;BMW;5 Serisi;525d xDrive Premium;2016;157.000 km;Otomatik;70 lt;Station wagon;Gri;1995 cc;218 hp;İkinci El;2 boyalı
https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520d-m-sport/galeriden-bmw-5-serisi-520d-m-sport-2011-model-istanbul/31029526;1.350.000 TL;19 Kasım 2025;BMW;5 Serisi;520d M Sport;2011;370.000 km;Otomatik;70 lt;Sedan;Beyaz;1995 cc;184 hp;İkinci El;2 değişen, 2 boyalı
https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-ed-sport-line/2015-bmw-3-20ied-boyasiz-degisensiz-hi-fi-nbt-121-00km-orjmjant/34912213;1.825.000 TL;19 Kasım 2025;BMW;3 Serisi;320i ED Sport Line;2015;121.000 km;Otomatik;Benzin;Sedan;Füme;1401 - 1600 cm3;151 - 175 HP;İkinci El;Tamamı orjinal
https://www.arabam.com/ilan/sahibinden-satilik-bmw-5-serisi-520i-standart/sahibinden-bmw-5-serisi-520i-standart-1998-model/34901804;609.000 TL;19 Kasım 2025;BMW;5 Serisi;520i Standart;1998;280.247 km;Otomatik;70 lt;Sedan;Lacivert;1991 cc;150 hp;İkinci El;12 boyalı
https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-316i-standart/yilbasina-ozel-tbt-garage-den-bmw-316/34352992;235.000 TL;19 Kasım 2025;BMW;3 Serisi;316i Standart;1993;356.000 km;Düz;LPG & Benzin;Sedan;Beyaz;1401 - 1600 cm3;101 - 125 HP;İkinci El;10 boyalı
https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i/hatasiz-bu-paraya-yok/34888595;748.000 TL;18 Kasım 2025;BMW;3 Serisi;320i;2009;263.000 km;Otomatik;LPG & Benzin;Sedan;Füme;1801 - 2000 cm3;151 - 175 HP;İkinci El;1 boyalı
https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520i-luxury-line/galeriden-bmw-5-serisi-520i-luxury-line-2020-model-ankara/34864018;3.099.000 TL;18 Kasım 2025;BMW;5 Serisi;520i Luxury Line;2020;69.000 km;Otomatik;68 lt;Sedan;Beyaz;1597 cc;170 hp;İkinci El;Tamamı orjinal
https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520i-comfort/ync-motors-2015-bmw-5-20i-snrf-xenon-kltk-ist-k-karti-0-kom/34980417;"1.440.000 TL
1.370.000 TL";18 Kasım 2025;BMW;5 Serisi;520i Comfort;2015;219.000 km;Otomatik;70 lt;Sedan;Beyaz;1592 cc;170 hp;İkinci El;2 değişen, 1 boyalı
https://www.arabam.com/ilan/galeriden-satilik-bmw-m-serisi-m5-competition/her-motors-2024-bmw-m5-competition-xdrive-plug-in-hybrid-bayi/34286062;19.050.000 TL;18 Kasım 2025;BMW;M Serisi;M5 Competition;2024;8.950 km;Otomatik;68 lt;Sedan;Gri;4395 cc;625 hp;İkinci El;Tamamı orjinal
https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520d-m-sport/06-dan-tr-de-sayili-lasman-f10-5-dolu-dolu-kusursuz-full-bakimli/33731836;1.500.000 TL;18 Kasım 2025;BMW;5 Serisi;520d M Sport;2012;248.000 km;Otomatik;70 lt;Sedan;Gri;1995 cc;184 hp;İkinci El;1 değişen, 3 boyalı
https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520i-comfort/galeriden-bmw-5-serisi-520i-comfort-2014-model-istanbul/32648796;1.365.000 TL;17 Kasım 2025;BMW;5 Serisi;520i Comfort;2014;269.000 km;Otomatik;70 lt;Sedan;Siyah;1592 cc;170 hp;İkinci El;Belirtilmemiş
https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-first-edition-m-sport/met-motors-bmw-3-20i-first-edition-m-sport-agir-bakim-hatasiz/33474797;2.825.000 TL;17 Kasım 2025;BMW;3 Serisi;320i First Edition M Sport;2020;97.000 km;Otomatik;59 lt;Sedan;Beyaz;1597 cc;170 hp;İkinci El;Tamamı orjinal
https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320i-ed-40th-year-edition/han-bmw-320i-ed-40-yil-ic-kirmizi-nbt-lci-hatasiz/32918273;1.749.000 TL;17 Kasım 2025;BMW;3 Serisi;320i ED 40th Year Edition;2015;182.000 km;Otomatik;Benzin;Sedan;Beyaz;1401 - 1600 cm3;151 - 175 HP;İkinci El;Tamamı orjinal
https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-528i-standart/celik-den-1997-bmw-5-28i-lpg-sanroof-deri-e39-193-hp-full/34824658;"359.500 TL
299.500 TL";16 Kasım 2025;BMW;5 Serisi;528i Standart;1997;550.000 km;Düz;70 lt;Sedan;Gri;2793 cc;193 hp;İkinci El;12 boyalı
https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-318i-edition-luxury-line/159-binde-temiz-bakimli-tek-degisenli/33862821;1.399.000 TL;16 Kasım 2025;BMW;3 Serisi;318i Edition Luxury Line;2017;159.000 km;Otomatik;60 lt;Sedan;Gri;1499 cc;136 hp;İkinci El;1 değişen
https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-525d-xdrive-m-sport/2012-xdrive-msport-nbt-hayalet-recaro-20-inc-full-bakim/34786061;1.680.000 TL;15 Kasım 2025;BMW;5 Serisi;525d xDrive M Sport;2012;274.000 km;Otomatik;70 lt;Sedan;Gri;1995 cc;218 hp;İkinci El;3 değişen, 6 boyalı
https://www.arabam.com/ilan/galeriden-satilik-bmw-1-serisi-118i-joy-plus/met-motors-bmw-1-18i-sunroof-bakimli-hatasiz/34201334;"1.295.000 TL
1.255.000 TL";15 Kasım 2025;BMW;1 Serisi;118i Joy Plus;2015;146.000 km;Otomatik;52 lt;Hatchback/5;Beyaz;1499 cc;136 hp;İkinci El;Tamamı orjinal
https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320d-premium/bmw-3-20-d-premium-bol-ekstrali/33560528;695.000 TL;15 Kasım 2025;BMW;3 Serisi;320d Premium;2011;296.000 km;Otomatik;60 lt;Sedan;Siyah;1995 cc;177 hp;İkinci El;3 değişen, 4 boyalı
https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-320d-premium/bazaar-autodan-bmw-f30-320d-hatasiz-ayarinda/31808483;1.095.000 TL;15 Kasım 2025;BMW;3 Serisi;320d Premium;2013;339.000 km;Otomatik;Dizel;Sedan;Beyaz;1801 - 2000 cm3;176 - 200 HP;İkinci El;4 boyalı
https://www.arabam.com/ilan/galeriden-satilik-bmw-4-serisi-420i-gran-coupe-edition-m-sport/gungor-otomotiv-2024-bmw-4-20i-edition-m-sport-full-hatasiz/31465279;4.750.000 TL;15 Kasım 2025;BMW;4 Serisi;420i Gran Coupe Edition M Sport;2024;27.000 km;Otomatik;Benzin;Coupe;Beyaz;1401 - 1600 cm3;151 - 175 HP;İkinci El;Tamamı orjinal
https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520i-m-sport/2022-bmw-5-20i-msport-80-000-km-h-kardon/34453197;3.445.000 TL;14 Kasım 2025;BMW;5 Serisi;520i M Sport;2022;80.000 km;Otomatik;68 lt;Sedan;Füme;1597 cc;170 hp;İkinci El;1 değişen, 1 boyalı
https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520i-executive/2016-hatasiz-degisensiz-hayalet-nbt-vakum-elk-bagaj-m-direksiyon/33641724;1.635.000 TL;14 Kasım 2025;BMW;5 Serisi;520i Executive;2016;234.000 km;Otomatik;70 lt;Sedan;Siyah;1592 cc;170 hp;İkinci El;Tamamı orjinal
https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520i-premium/sapphire-den-5-20-tam-dolu-hayalet-nbt-m-paket/34750788;"1.460.000 TL
1.430.000 TL";13 Kasım 2025;BMW;5 Serisi;520i Premium;2015;250.000 km;Otomatik;70 lt;Sedan;Beyaz;1592 cc;170 hp;İkinci El;1 değişen, 2 boyalı
https://www.arabam.com/ilan/galeriden-satilik-bmw-2-serisi-216d-active-tourer/bmw-2-16dizel-cam-tavan/34672743;"1.125.000 TL
1.105.000 TL";12 Kasım 2025;BMW;2 Serisi;216d Active Tourer Active Tourer;2016;235.000 km;Otomatik;51 lt;MPV;Gri;1496 cc;116 hp;İkinci El;2 boyalı
https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-316i-standart/takas-jip-tarzi-araclarla-oncelik/33418778;750.000 TL;12 Kasım 2025;BMW;3 Serisi;316i Standart;2006;310.000 km;Düz;60 lt;Sedan;Siyah;1596 cc;115 hp;İkinci El;Tamamı orjinal
https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520d-m-sport/tky-auto-bmw-520-d-hatasiz-nbt-isitma-sunroof-takas/33473865;1.385.000 TL;03 Kasım 2025;BMW;5 Serisi;520d M Sport;2013;310.000 km;Otomatik;70 lt;Sedan;Siyah;1995 cc;184 hp;İkinci El;4 boyalı
https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520i-m-sport/orjinal-taba-m-sport-f1/31690657;1.965.000 TL;24 Ekim 2025;BMW;5 Serisi;520i M Sport;2014;128.500 km;Otomatik;70 lt;Sedan;Beyaz;1592 cc;170 hp;İkinci El;1 boyalı
https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520d-xdrive-luxury-line/mega-otomotiv-den-servis-bakimli-degisensiz-bmw-520d-xdrive/33253709;2.895.000 TL;20 Ekim 2025;BMW;5 Serisi;520d xDrive Luxury Line;2018;145.000 km;Otomatik;66 lt;Sedan;Beyaz;1995 cc;190 hp;İkinci El;4 boyalı
https://www.arabam.com/ilan/galeriden-satilik-bmw-1-serisi-116i-joy-edition/bef-motors-2011-bmw-116i-joy-edition-degisensiz-dusuk-km-136-hp/35267260;820.000 TL;28 Kasım 2025;BMW;1 Serisi;116i Joy Edition;2011;124.000 km;Otomatik;Benzin;Hatchback/5;Siyah;1401 - 1600 cm3;126 - 150 HP;İkinci El;6 boyalı
https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-316i-m-sport/hatasiz-icdis-m-sport-nbt-f1-hiz-sabitleme-19-jant-navigasyon/32533935;1.370.000 TL;25 Kasım 2025;BMW;3 Serisi;316i M Sport;2014;183.000 km;Otomatik;60 lt;Sedan;Beyaz;1598 cc;136 hp;İkinci El;Tamamı orjinal
https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316i-premium/sahibinden-bmw-3-serisi-316i-premium-2009-model/35298734;735.000 TL;29 Kasım 2025;BMW;3 Serisi;316i Premium;2009;270.000 km;Düz;60 lt;Sedan;Beyaz;1597 cc;122 hp;İkinci El;1 değişen, 4 boyalı
https://www.arabam.com/ilan/galeriden-satilik-bmw-3-serisi-328i-standart/galeriden-bmw-3-serisi-328i-standart-1998-model-van/35297751;528.000 TL;29 Kasım 2025;BMW;3 Serisi;328i Standart;1998;359.000 km;Otomatik;63 lt;Sedan;Mavi (metalik);2793 cc;193 hp;İkinci El;Tamamı boyalı
https://www.arabam.com/ilan/sahibinden-satilik-bmw-1-serisi-116i-sport-line/sahibinden-bmw-1-serisi-116i-sport-line-2012-model/32125515;1.120.000 TL;29 Kasım 2025;BMW;1 Serisi;116i Sport Line;2012;125.000 km;Otomatik;52 lt;Hatchback/5;Beyaz;1598 cc;136 hp;İkinci El;Belirtilmemiş
https://www.arabam.com/ilan/sahibinden-satilik-bmw-1-serisi-116i-standart/sahibinden-bmw-1-serisi-116i-standart-2013-model/33405449;1.195.000 TL;29 Kasım 2025;BMW;1 Serisi;116i Standart;2013;158.000 km;Otomatik;52 lt;Hatchback/5;Beyaz;1598 cc;136 hp;İkinci El;Belirtilmemiş
https://www.arabam.com/ilan/sahibinden-satilik-bmw-1-serisi-116i-m-sport/hatasiz-boyasiz-tramer-kayitsiz-3-uncu-sahibinden-bmw-m-sport/35293842;870.000 TL;29 Kasım 2025;BMW;1 Serisi;116i M Sport;2011;153.500 km;Otomatik;53 lt;Hatchback/5;Beyaz;1596 cc;116 hp;İkinci El;Belirtilmemiş
https://www.arabam.com/ilan/sahibinden-satilik-bmw-5-serisi-520d-premium/sahibinden-bmw-5-serisi-520d-premium-2011-model-342-000-km-beyaz/35292843;1.364.000 TL;29 Kasım 2025;BMW;5 Serisi;520d Premium;2011;342.000 km;Otomatik;70 lt;Sedan;Beyaz;1995 cc;184 hp;İkinci El;Tamamı orjinal
https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316i-standart/sahibinden-bmw-3-serisi-316i-standart-2007-model/35293393;560.000 TL;29 Kasım 2025;BMW;3 Serisi;316i Standart;2007;346.000 km;Düz;60 lt;Sedan;Siyah;1597 cc;122 hp;İkinci El;1 değişen, 8 boyalı
https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316i-standart/sahibinden-bmw-3-serisi-316i-standart-1996-model/35162821;310.000 TL;29 Kasım 2025;BMW;3 Serisi;316i Standart;1996;488.000 km;Düz;63 lt;Sedan;Gri;1596 cc;102 hp;İkinci El;2 değişen
https://www.arabam.com/ilan/galeriden-satilik-bmw-5-serisi-520i-premium/2013-bmw-5-20i-senetle-taksitlendirme-secenegimiz-vardir/26756949;1.699.750 TL;29 Kasım 2025;BMW;5 Serisi;520i Premium;2013;207.000 km;Otomatik;70 lt;Sedan;Siyah;1592 cc;170 hp;İkinci El;Belirtilmemiş
https://www.arabam.com/ilan/sahibinden-satilik-bmw-4-serisi-418i-gran-coupe-m-sport/sahibinden-bmw-4-serisi-418i-gran-coupe-m-sport-2016-model/35291058;1.425.000 TL;29 Kasım 2025;BMW;4 Serisi;418i Gran Coupe M Sport;2016;230.000 km;Otomatik;60 lt;Coupe;Mavi (metalik);1499 cc;136 hp;İkinci El;2 boyalı
https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320i-ed-techno-plus/sahibinden-bmw-3-serisi-320i-ed-techno-plus-2014-model-istanbul/35289849;1.560.000 TL;29 Kasım 2025;BMW;3 Serisi;320i ED Techno Plus;2014;130.000 km;Otomatik;60 lt;Sedan;Beyaz;1598 cc;170 hp;İkinci El;Tamamı orjinal
https://www.arabam.com/ilan/sahibinden-satilik-bmw-1-serisi-116d-one-edition/sahibinden-bmw-1-serisi-116d-one-edition-2016-model-ankara/35289407;1.185.000 TL;29 Kasım 2025;BMW;1 Serisi;116d One Edition;2016;183.000 km;Otomatik;52 lt;Hatchback/5;Füme;1496 cc;116 hp;İkinci El;4 boyalı
https://www.arabam.com/ilan/sahibinden-satilik-bmw-1-serisi-116d-joy/sahibinden-bmw-1-serisi-116d-joy-2015-model/35287691;1.220.000 TL;29 Kasım 2025;BMW;1 Serisi;116d Joy;2015;119.500 km;Otomatik;52 lt;Hatchback/5;Kırmızı;1496 cc;116 hp;İkinci El;Belirtilmemiş
https://www.arabam.com/ilan/sahibinden-satilik-bmw-5-serisi-525d-xdrive/sahibinden-bmw-5-serisi-525d-xdrive-2014-model/35286889;1.949.000 TL;29 Kasım 2025;BMW;5 Serisi;525d xDrive xDrive;2014;128.000 km;Otomatik;70 lt;Sedan;Beyaz;1995 cc;218 hp;İkinci El;Belirtilmemiş
https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320i-ed-sport-line/sahibinden-bmw-3-serisi-320i-ed-sport-line-2015-model-214-000-km-beyaz/35180033;1.620.000 TL;29 Kasım 2025;BMW;3 Serisi;320i ED Sport Line;2015;214.000 km;Otomatik;60 lt;Sedan;Beyaz;1598 cc;170 hp;İkinci El;1 boyalı
https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-318i-m-plus/sahibinden-bmw-3-serisi-318i-m-plus-2017-model/29812252;1.990.000 TL;29 Kasım 2025;BMW;3 Serisi;318i M Plus;2017;45.500 km;Otomatik;60 lt;Sedan;Gri (titanyum);1499 cc;136 hp;İkinci El;Belirtilmemiş
https://www.arabam.com/ilan/sahibinden-satilik-bmw-1-serisi-116i-standart/sahibinden-bmw-1-serisi-116i-standart-2005-model/35267070;470.000 TL;29 Kasım 2025;BMW;1 Serisi;116i Standart;2005;345.000 km;Düz;50 lt;Hatchback/5;Gri (Gümüş);1596 cc;115 hp;İkinci El;1 değişen, 9 boyalı
https://www.arabam.com/ilan/sahibinden-satilik-bmw-1-serisi-116i-standart/sahibinden-bmw-1-serisi-116i-standart-2006-model/35283434;475.000 TL;29 Kasım 2025;BMW;1 Serisi;116i Standart;2006;200.000 km;Düz;50 lt;Hatchback/5;Gri;1596 cc;115 hp;İkinci El;11 boyalı
https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316i-sport/sahibinden-bmw-3-serisi-316i-sport-2011-model/35298940;890.000 TL;29 Kasım 2025;BMW;3 Serisi;316i Sport;2011;175.000 km;Otomatik;Benzin;Sedan;Beyaz;;;İkinci El;5 boyalı
https://www.arabam.com/ilan/sahibinden-satilik-bmw-4-serisi-420i-gran-coupe-edition-m-sport/sahibinden-bmw-4-serisi-420i-gran-coupe-edition-m-sport-2022-model/33046392;3.310.000 TL;29 Kasım 2025;BMW;4 Serisi;420i Gran Coupe Edition M Sport;2022;109.000 km;Otomatik;59 lt;Coupe;Lacivert;1597 cc;170 hp;İkinci El;Belirtilmemiş
https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-318i-edition-sport-line/sahibinden-bmw-3-serisi-318i-edition-sport-line-2018-model/35298518;1.650.000 TL;29 Kasım 2025;BMW;3 Serisi;318i Edition Sport Line;2018;98.100 km;Otomatik;60 lt;Sedan;Beyaz;1499 cc;136 hp;İkinci El;Belirtilmemiş
https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316ti-compact/sahibinden-bmw-3-serisi-316ti-compact-2005-model/32491851;610.000 TL;29 Kasım 2025;BMW;3 Serisi;316ti Compact;2005;112.500 km;Düz;Benzin;Hatchback/3;Gri (metalik);1401 - 1600 cm3;;İkinci El;1 değişen
https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-320d-modern-line/sahibinden-bmw-3-serisi-320d-modern-line-2012-model/35283564;1.225.000 TL;29 Kasım 2025;BMW;3 Serisi;320d Modern Line;2012;230.000 km;Otomatik;57 lt;Sedan;Beyaz;1995 cc;184 hp;İkinci El;1 değişen, 3 boyalı
https://www.arabam.com/ilan/sahibinden-satilik-bmw-3-serisi-316i-standart/sahibinden-bmw-3-serisi-316i-standart-2000-model/35283512;375.000 TL;29 Kasım 2025;BMW;3 Serisi;316i Standart;2000;354.000 km;Düz;63 lt;Sedan;Siyah;1595 cc;105 hp;İkinci El;Belirtilmemiş
