Fiyat;Marka;Seri;Model;Yıl;Kilometre;Vites;Yakıt;Renk;Motor Hacmi;Motor Gücü;Kasa Tipi;Boya-değişen
865000.0;Fiat;Egea;1.6 Multijet Lounge;2016.0;137.000 km;;;;1598 cc;120 hp;Sedan;1 boyalı
999000.0;Fiat;Egea;1.6 Multijet Easy;2022.0;122.500 km;;;;1401 - 1600 cm3;126 - 150 HP;Sedan;Tamamı orjinal
299000.0;Fiat;Albea;Sole 1.3 Multijet Active;2011.0;280.000 km;;;;1248 cc;70 hp;Sedan;2 değişen, 3 boyalı
819000.0;Fiat;Egea;1.3 Multijet Urban;2018.0;159.000 km;;;;1248 cc;95 hp;Sedan;4 boyalı
319000.0;Fiat;Punto;Grande 1.3 Multijet Active;2007.0;307.700 km;;;;1248 cc;75 hp;Hatchback/5;1 değişen, 7 boyalı
760000.0;Fiat;Egea;1.3 Multijet Easy;2017.0;170.000 km;;;;1248 cc;95 hp;Sedan;Tamamı orjinal
980000.0;Fiat;Egea;1.3 Multijet Easy Plus;2023.0;80.000 km;;;;1248 cc;95 hp;Sedan;Tamamı orjinal
315000.0;Fiat;Palio;1.3 Multijet Dynamic;2005.0;207.000 km;;;;1248 cc;70 hp;Hatchback/5;Belirtilmemiş
775000.0;Fiat;Egea;1.4 Fire Easy;2020.0;40.000 km;;;;1201 - 1400 cm3;76 - 100 HP;Sedan;Tamamı orjinal
719500.0;Fiat;Egea;1.4 Fire Easy;2019.0;78.000 km;;;;1201 - 1400 cm3;76 - 100 HP;Sedan;Tamamı orjinal
885000.0;Fiat;Egea;1.4 Fire Easy Plus;2022.0;35.000 km;;;;1201 - 1400 cm3;76 - 100 HP;Sedan;Tamamı orjinal
325000.0;Fiat;Linea;1.3 Multijet Active;2013.0;390.000 km;;;;;;Sedan;3 boyalı
865000.0;Fiat;Egea;1.3 Multijet Easy;2022.0;104.000 km;;;;1248 cc;95 hp;Sedan;1 değişen, 2 boyalı
985000.0;Fiat;Egea;1.3 Multijet Easy;2023.0;53.000 km;;;;1248 cc;95 hp;Sedan;Tamamı orjinal
875000.0;Fiat;Egea;1.4 Fire Urban;2022.0;58.000 km;;;;1201 - 1400 cm3;76 - 100 HP;Sedan;Tamamı orjinal
527750.0;Fiat;Punto;EVO 1.3 Multijet My Life;2012.0;130.000 km;;;;1248 cc;75 hp;Hatchback/5;1 değişen, 1 boyalı
185000.0;Fiat;Albea;1.3 Multijet Dynamic;2006.0;285.000 km;;;;1201 - 1400 cm3;51 - 75 HP;Sedan;Tamamı boyalı
909000.0;Fiat;Egea;1.3 Multijet Easy;2022.0;105.303 km;;;;1248 cc;95 hp;Sedan;Tamamı orjinal
802000.0;Fiat;Egea;1.3 Multijet Easy;2020.0;109.000 km;;;;1248 cc;95 hp;Sedan;1 değişen
735000.0;Fiat;Egea;1.4 Fire Urban Plus;2019.0;120.000 km;;;;1368 cc;95 hp;Sedan;1 değişen, 2 boyalı
849500.0;Fiat;Egea;1.4 Fire Mirror;2020.0;29.600 km;;;;1368 cc;95 hp;Sedan;Tamamı orjinal
745000.0;Fiat;Egea;1.3 Multijet Easy;2022.0;122.000 km;;;;1248 cc;95 hp;Sedan;4 değişen, 2 boyalı
723500.0;Fiat;Egea;1.4 Fire Easy Plus;2019.0;73.000 km;;;;1368 cc;95 hp;Sedan;1 değişen
835000.0;Fiat;Egea;1.4 Fire Easy;2022.0;26.276 km;;;;1368 cc;95 hp;Sedan;Tamamı orjinal
330000.0;Fiat;Linea;1.3 Multijet Dynamic;2008.0;263.000 km;;;;1248 cc;90 hp;Sedan;4 boyalı
1310000.0;Fiat;Egea;1.6 Multijet Easy;2025.0;8.000 km;;;;1598 cc;130 hp;Sedan;Tamamı orjinal
195000.0;Fiat;Tipo;1.4 ie S;1998.0;133.079 km;;;;1372 cc;70 hp;Hatchback/3;Belirtilmemiş
625000.0;Fiat;Egea;1.3 Multijet Easy;2018.0;136.000 km;;;;1248 cc;95 hp;Sedan;3 değişen, 6 boyalı
270000.0;Fiat;Linea;1.3 Multijet Active;2008.0;391.461 km;;;;1248 cc;90 hp;Sedan;1 değişen, 2 boyalı
925000.0;Fiat;Egea;1.6 E-Torq Urban;2017.0;129.000 km;;;;1598 cc;110 hp;Sedan;Belirtilmemiş
770000.0;Fiat;Egea;1.3 Multijet Easy;2020.0;177.000 km;;;;1248 cc;95 hp;Sedan;Belirtilmemiş
729000.0;Fiat;Egea;1.3 Multijet Easy;2020.0;144.000 km;;;;1248 cc;95 hp;Sedan;1 değişen, 3 boyalı
897000.0;Fiat;Egea;1.6 Multijet Easy;2022.0;168.000 km;;;;1401 - 1600 cm3;126 - 150 HP;Sedan;4 boyalı
637500.0;Fiat;Egea;1.3 Multijet Easy;2018.0;191.000 km;;;;1248 cc;95 hp;Sedan;4 boyalı
670000.0;Fiat;Egea;1.4 Fire Easy Stil;2020.0;184.000 km;;;;1368 cc;95 hp;Sedan;Belirtilmemiş
775000.0;Fiat;Egea;1.4 Fire Easy Plus;2023.0;54.500 km;;;;1368 cc;95 hp;Sedan;2 boyalı
700000.0;Fiat;Egea;1.4 Fire Easy;2019.0;118.000 km;;;;1368 cc;95 hp;Sedan;Tamamı orjinal
365000.0;Fiat;Linea;1.3 Multijet Pop;2012.0;576.000 km;;;;1248 cc;95 hp;Sedan;Tamamı boyalı
280000.0;Fiat;Albea;1.2 EL;2004.0;333.000 km;;;;1242 cc;80 hp;Sedan;Tamamı boyalı
790000.0;Fiat;Egea;1.6 Multijet Comfort;2017.0;191.000 km;;;;1598 cc;120 hp;Sedan;1 değişen, 4 boyalı
940000.0;Fiat;Egea;1.4 Fire Easy Plus;2024.0;10.600 km;;;;1368 cc;95 hp;Sedan;Tamamı orjinal
375000.0;Fiat;Punto;Grande 1.3 Multijet Active;2006.0;235.000 km;;;;1248 cc;75 hp;Hatchback/5;1 değişen, 7 boyalı
890000.0;Fiat;Egea;1.3 Multijet Easy Plus;2021.0;138.000 km;;;;1248 cc;95 hp;Sedan;Tamamı orjinal
780000.0;Fiat;Egea;1.6 Multijet Comfort;2017.0;197.000 km;;;;1598 cc;120 hp;Sedan;Belirtilmemiş
355000.0;Fiat;Punto;Grande 1.3 Multijet Active;2009.0;285.000 km;;;;1248 cc;90 hp;Hatchback/5;Tamamı orjinal
675000.0;Fiat;Egea;1.4 Fire Easy;2020.0;61.000 km;;;;1368 cc;95 hp;Sedan;2 boyalı
730000.0;Fiat;Egea;1.3 Multijet Easy;2020.0;129.000 km;;;;1248 cc;95 hp;Sedan;Belirtilmemiş
499000.0;Fiat;500 Ailesi;500L 1.4 PopStar;2015.0;272.000 km;;;;1368 cc;95 hp;MPV;1 değişen, 10 boyalı
1050000.0;Fiat;Egea;1.3 Multijet Easy Plus;2023.0;39.000 km;;;;1248 cc;95 hp;Sedan;Tamamı orjinal
645900.0;Fiat;Egea;1.3 Multijet Easy;2017.0;152.000 km;;;;1248 cc;95 hp;Sedan;8 boyalı
650000.0;Fiat;Egea;1.4 Fire Easy Stil;2020.0;127.000 km;;;;1368 cc;95 hp;Sedan;Belirtilmemiş
750000.0;Fiat;Egea;1.4 Fire Easy;2021.0;53.000 km;;;;1368 cc;95 hp;Sedan;Belirtilmemiş
610000.0;Fiat;Punto;Grande 1.4 Fire S&S;2011.0;152.000 km;;;;1368 cc;77 hp;Hatchback/5;Tamamı orjinal
860000.0;Fiat;Egea;1.4 Fire Mirror;2020.0;27.000 km;;;;1368 cc;95 hp;Sedan;Tamamı orjinal
865000.0;Fiat;Egea;1.3 Multijet Easy;2020.0;130.000 km;;;;1248 cc;95 hp;Sedan;Tamamı orjinal
165000.0;Fiat;Palio;1.3 Multijet Dynamic;2007.0;281.418 km;;;;1248 cc;70 hp;Hatchback/3;Belirtilmemiş
238500.0;Fiat;Palio;1.4 EL Weekend;2001.0;195.000 km;;;;1400 cc;74 hp;Station wagon;Belirtilmemiş
385000.0;Fiat;Albea;1.2 EL;2004.0;99.500 km;;;;1242 cc;80 hp;Sedan;Belirtilmemiş
715000.0;Fiat;Egea;1.6 Multijet Comfort;2017.0;233.500 km;;;;1598 cc;120 hp;Sedan;3 boyalı
905000.0;Fiat;Egea;1.3 Multijet Easy Plus;2021.0;64.000 km;;;;1248 cc;95 hp;Sedan;4 boyalı
210000.0;Fiat;Tipo;1.4 SX ie;1999.0;133.000 km;;;;1372 cc;70 hp;Hatchback/5;Belirtilmemiş
830000.0;Fiat;Egea;1.4 Fire Urban;2021.0;55.000 km;;;;1368 cc;95 hp;Sedan;Tamamı orjinal
799000.0;Fiat;Egea;1.4 Fire Urban;2021.0;56.600 km;;;;1368 cc;95 hp;Sedan;Belirtilmemiş
799000.0;Fiat;Egea;1.4 Fire Urban;2021.0;56.600 km;;;;1368 cc;95 hp;Sedan;Belirtilmemiş
805000.0;Fiat;Egea;1.3 Multijet Easy;2018.0;90.000 km;;;;1248 cc;95 hp;Sedan;1 değişen, 2 boyalı
295000.0;Fiat;Palio;1.2 EL;2004.0;244.000 km;;;;1242 cc;81 hp;Hatchback/5;1 değişen, 2 boyalı
325000.0;Fiat;Albea;1.2 SL;2005.0;265.000 km;;;;1242 cc;80 hp;Sedan;Belirtilmemiş
980000.0;Fiat;Egea;1.4 Fire Urban;2024.0;22.000 km;;;;1368 cc;95 hp;Sedan;Belirtilmemiş
430000.0;Fiat;Punto;Grande 1.3 Multijet Dynamic;2007.0;233.000 km;;;;1248 cc;75 hp;Hatchback/5;Belirtilmemiş
615000.0;Fiat;Egea;1.3 Multijet Easy Stil;2018.0;200.000 km;;;;;76 - 100 HP;Sedan;3 değişen, 8 boyalı
260000.0;Fiat;Siena;1.6 HL;2000.0;275.585 km;;;;1580 cc;101 hp;Sedan;1 boyalı
350000.0;Fiat;Linea;1.3 Multijet Active Plus;2010.0;317.000 km;;;;1248 cc;90 hp;Sedan;Belirtilmemiş
175000.0;Fiat;Tempra;1.6 SX A;1996.0;260.000 km;;;;1581 cc;90 hp;Sedan;Tamamı boyalı
610000.0;Fiat;Linea;1.3 Multijet Pop;2017.0;158.500 km;;;;1248 cc;95 hp;Sedan;Belirtilmemiş
185000.0;Fiat;Uno;70 S;1999.0;300.000 km;;;;1372 cc;71 hp;Hatchback/5;Tamamı boyalı
540000.0;Fiat;Linea;1.6 Multijet Emotion Plus;2012.0;230.000 km;;;;1598 cc;105 hp;Sedan;Belirtilmemiş
870000.0;Fiat;Egea;1.4 Fire Urban Plus;2020.0;58.000 km;;;;1368 cc;95 hp;Sedan;1 boyalı
850000.0;Fiat;Egea;1.6 Multijet Easy;2020.0;168.000 km;;;;1598 cc;120 hp;Sedan;Belirtilmemiş
325000.0;Fiat;Siena;1.6 HL;2000.0;215.500 km;;;;1580 cc;101 hp;Sedan;Tamamı orjinal
750000.0;Fiat;Egea;1.3 Multijet Easy;2020.0;106.100 km;;;;1248 cc;95 hp;Sedan;1 değişen, 1 boyalı
540000.0;Fiat;Linea;1.3 Multijet Active Plus;2013.0;132.000 km;;;;1248 cc;95 hp;Sedan;2 boyalı
1089000.0;Fiat;Egea;1.6 Multijet Easy;2024.0;87.973 km;;;;1598 cc;130 hp;Sedan;1 boyalı
895000.0;Fiat;Egea;1.4 Fire Easy Plus;2021.0;28.500 km;;;;1368 cc;95 hp;Sedan;2 değişen
685500.0;Hyundai;Accent Era;1.6 Style;2008.0;213.000 km;;;;1599 cc;112 hp;Sedan;Belirtilmemiş
945000.0;Hyundai;i20;1.4 MPI Jump;2017.0;107.500 km;;;;1368 cc;100 hp;Hatchback/5;Tamamı orjinal
1085000.0;Hyundai;i30;1.6 CRDi Elite;2015.0;140.000 km;;;;1582 cc;136 hp;Hatchback/5;4 boyalı
570000.0;Hyundai;i10;1.0 D-CVVT Style;2015.0;112.000 km;;;;998 cc;65 hp;Hatchback/5;4 boyalı
515000.0;Hyundai;i20 Troy;1.4 CRDi Mode;2012.0;201.000 km;;;;1396 cc;90 hp;Hatchback/5;2 değişen, 2 boyalı
595000.0;Hyundai;i20;1.4 CRDi Sense;2013.0;185.000 km;;;;1396 cc;90 hp;Hatchback/5;1 değişen, 3 boyalı
645000.0;Hyundai;Accent Blue;1.4 CVVT Mode Plus;2012.0;213.000 km;;;;1396 cc;108 hp;Sedan;1 boyalı
1120000.0;Hyundai;i20;1.4 MPI Style;2018.0;105.900 km;;;;1201 - 1400 cm3;76 - 100 HP;Hatchback/5;Tamamı orjinal
580000.0;Hyundai;Accent Blue;1.6 CRDI Mode Plus;2015.0;159.000 km;;;;1401 - 1600 cm3;126 - 150 HP;Sedan;Tamamı orjinal
619000.0;Hyundai;Accent Blue;1.6 CRDI Mode Plus;2018.0;285.000 km;;;;1582 cc;136 hp;Sedan;2 değişen, 3 boyalı
589000.0;Hyundai;Accent Era;1.4 Team;2009.0;203.000 km;;;;1399 cc;97 hp;Sedan;Tamamı orjinal
1095000.0;Hyundai;i20;1.4 MPI Elite Smart;2016.0;95.000 km;;;;1201 - 1400 cm3;76 - 100 HP;Hatchback/5;2 boyalı
1105000.0;Hyundai;Elantra;1.6 D-CVVT Style;2018.0;119.000 km;;;;1591 cc;128 hp;Sedan;Belirtilmemiş
1256000.0;Hyundai;i20;1.4 MPI Style;2023.0;25.000 km;;;;1201 - 1400 cm3;76 - 100 HP;Hatchback/5;1 değişen
435000.0;Hyundai;Matrix;1.6 Team;2010.0;214.000 km;;;;1599 cc;103 hp;MPV;Belirtilmemiş
667500.0;Hyundai;Getz;1.4 DOHC Start;2010.0;173.000 km;;;;1399 cc;97 hp;Hatchback/5;2 değişen, 2 boyalı
935000.0;Hyundai;i20;1.4 MPI Jump;2021.0;202.000 km;;;;1368 cc;100 hp;Hatchback/5;Belirtilmemiş
1239000.0;Hyundai;i20;1.4 MPI Style;2020.0;23.900 km;;;;1201 - 1400 cm3;76 - 100 HP;Hatchback/5;Tamamı orjinal
1075000.0;Hyundai;i20;1.4 MPI Style;2016.0;66.500 km;;;;1368 cc;100 hp;Hatchback/5;1 değişen, 4 boyalı
467500.0;Hyundai;Getz;1.4 DOHC Start;2010.0;188.900 km;;;;1399 cc;97 hp;Hatchback/5;1 değişen, 3 boyalı
467500.0;Hyundai;Getz;1.4 DOHC Start;2010.0;188.900 km;;;;1399 cc;97 hp;Hatchback/5;1 değişen, 3 boyalı
998000.0;Hyundai;i20;1.4 MPI Style;2015.0;122.000 km;;;;1201 - 1400 cm3;76 - 100 HP;Hatchback/5;Tamamı orjinal
775000.0;Hyundai;Accent Blue;1.6 CRDI Mode;2017.0;265.000 km;;;;1582 cc;136 hp;Sedan;Tamamı orjinal
1285000.0;Hyundai;i20;1.0 T-GDI Jump;2025.0;25.000 km;;;;1200 cm3' e kadar;76 - 100 HP;Hatchback/5;Tamamı orjinal
720000.0;Hyundai;Accent Blue;1.6 CRDI Mode Plus;2017.0;138.000 km;;;;1582 cc;136 hp;Sedan;1 değişen, 5 boyalı
395000.0;Hyundai;Getz;1.4 DOHC HY KLM;2006.0;245.011 km;;;;1399 cc;97 hp;Hatchback/5;Tamamı orjinal
1340000.0;Hyundai;i20;1.4 MPI Elite;2022.0;34.000 km;;;;1368 cc;100 hp;Hatchback/5;Tamamı orjinal
765000.0;Hyundai;Accent Blue;1.6 CRDI Mode Plus;2018.0;194.000 km;;;;1401 - 1600 cm3;126 - 150 HP;Sedan;2 değişen, 7 boyalı
419000.0;Hyundai;Accent Era;1.5 CRDi-VGT Team;2009.0;193.000 km;;;;1401 - 1600 cm3;101 - 125 HP;Sedan;3 değişen, 5 boyalı
815000.0;Hyundai;i20;1.2 MPI Style;2014.0;134.000 km;;;;1248 cc;84 hp;Hatchback/5;1 değişen
599000.0;Hyundai;Accent Blue;1.4 D-CVVT Mode Plus;2015.0;190.000 km;;;;1368 cc;100 hp;Sedan;Belirtilmemiş
870000.0;Hyundai;Elantra;1.6 CRDi Elite Plus;2016.0;239.000 km;;;;1582 cc;136 hp;Sedan;1 değişen, 4 boyalı
847500.0;Hyundai;i30;1.6 CRDi Style Design Pack;2015.0;199.980 km;;;;1401 - 1600 cm3;126 - 150 HP;Hatchback/5;1 değişen, 8 boyalı
400000.0;Hyundai;i20;1.2 D-CVVT Jump;2013.0;225.000 km;;;;1201 - 1400 cm3;76 - 100 HP;Hatchback/5;2 değişen, 4 boyalı
390000.0;Hyundai;Accent Era;1.6 Team;2008.0;273.000 km;;;;1401 - 1600 cm3;101 - 125 HP;Sedan;12 boyalı
715000.0;Hyundai;i30;1.6 CRDi Elite;2013.0;204.000 km;;;;1582 cc;128 hp;Hatchback/5;2 değişen, 3 boyalı
590000.0;Hyundai;Getz;1.4 DOHC AB AC;2008.0;221.000 km;;;;1399 cc;97 hp;Hatchback/5;1 değişen, 8 boyalı
639000.0;Hyundai;Accent Era;1.4 Team;2010.0;155.000 km;;;;1201 - 1400 cm3;76 - 100 HP;Sedan;Tamamı orjinal
595000.0;Hyundai;Accent Era;1.4 Select;2007.0;204.000 km;;;;1399 cc;97 hp;Sedan;Tamamı orjinal
485000.0;Hyundai;Getz;1.4 DOHC HY KLM;2009.0;174.000 km;;;;1399 cc;97 hp;Hatchback/5;Tamamı orjinal
815000.0;Hyundai;i20;1.4 CVVT Sense;2013.0;84.000 km;;;;1201 - 1400 cm3;76 - 100 HP;Hatchback/5;1 değişen, 2 boyalı
1845000.0;Hyundai;i20 N;1.6 T-GDI;2023.0;32.000 km;;;;1598 cc;204 hp;Hatchback/5;Tamamı orjinal
557500.0;Hyundai;i20;1.4 CRDi Jump;2013.0;220.000 km;;;;1396 cc;90 hp;Hatchback/5;1 boyalı
1120000.0;Hyundai;i20;1.0 T-GDI Style;2019.0;84.000 km;;;;1200 cm3' e kadar;101 - 125 HP;Hatchback/5;Tamamı orjinal
1300000.0;Hyundai;i20;1.4 MPI Elite;2021.0;73.000 km;;;;1368 cc;100 hp;Hatchback/5;Tamamı orjinal
599000.0;Hyundai;Accent Era;1.4 Select;2008.0;197.000 km;;;;1399 cc;97 hp;Sedan;1 değişen
350000.0;Hyundai;Getz;1.6 Cool;2005.0;250.000 km;;;;1599 cc;105 hp;Hatchback/3;1 değişen, 1 boyalı
1303000.0;Hyundai;i20;1.4 MPI Style Plus;2022.0;24.000 km;;;;1201 - 1400 cm3;76 - 100 HP;Hatchback/5;Tamamı orjinal
565000.0;Hyundai;Accent Era;1.5 CRDi-VGT Team;2011.0;180.000 km;;;;1493 cc;110 hp;Sedan;1 değişen, 3 boyalı
1015000.0;Hyundai;i30;1.6 CRDi Style;2012.0;110.000 km;;;;1582 cc;128 hp;Hatchback/5;Belirtilmemiş
1061000.0;Hyundai;i20 Active;1.4 MPi Elite;2017.0;69.700 km;;;;1201 - 1400 cm3;76 - 100 HP;Hatchback/5;2 boyalı
680000.0;Hyundai;Accent Blue;1.4 D-CVVT Mode Plus;2013.0;197.000 km;;;;1201 - 1400 cm3;101 - 125 HP;Sedan;Belirtilmemiş
425000.0;Hyundai;Getz;1.5 CRDi VGT;2008.0;210.000 km;;;;1493 cc;88 hp;Hatchback/5;2 değişen, 7 boyalı
265000.0;Hyundai;Accent;1.5 GLS;1996.0;185.000 km;;;;1495 cc;91 hp;Hatchback/5;Belirtilmemiş
860000.0;Hyundai;Accent Blue;1.6 CRDI Mode;2016.0;210.000 km;;;;1582 cc;136 hp;Sedan;2 boyalı
538000.0;Hyundai;Getz;1.4 DOHC Start;2011.0;91.000 km;;;;1399 cc;97 hp;Hatchback/5;2 boyalı
920000.0;Hyundai;i20;1.4 MPI Jump;2017.0;50.000 km;;;;1201 - 1400 cm3;76 - 100 HP;Hatchback/5;2 değişen, 2 boyalı
827500.0;Hyundai;i20;1.2 MPI Style;2015.0;231.000 km;;;;1248 cc;84 hp;Hatchback/5;Tamamı orjinal
330000.0;Hyundai;Accent;1.5 GLS;1998.0;217.000 km;;;;1401 - 1600 cm3;76 - 100 HP;Sedan;Belirtilmemiş
1010000.0;Hyundai;i30;1.6 CRDi Elite;2014.0;193.000 km;;;;1582 cc;128 hp;Hatchback/5;Tamamı orjinal
339000.0;Hyundai;Accent;1.5 1.5i GLS;2001.0;277.000 km;;;;1495 cc;102 hp;Sedan;Belirtilmemiş
450000.0;Hyundai;Accent Era;1.4 Start;2010.0;190.000 km;;;;1399 cc;97 hp;Sedan;4 boyalı
780000.0;Hyundai;i20;1.2 MPI Style;2015.0;157.000 km;;;;1248 cc;84 hp;Hatchback/5;2 değişen
1100000.0;Hyundai;i20;1.4 MPI Style;2021.0;96.500 km;;;;1368 cc;100 hp;Hatchback/5;1 değişen, 3 boyalı
880000.0;Hyundai;i10;1.2 D-CVVT Elite;2015.0;64.500 km;;;;1248 cc;87 hp;Hatchback/5;Tamamı orjinal
410000.0;Hyundai;Accent Era;1.5 CRDi Start;2010.0;240.000 km;;;;1493 cc;110 hp;Sedan;2 değişen, 3 boyalı
1200000.0;Hyundai;i20;1.4 MPI Style Plus;2023.0;42.000 km;;;;1368 cc;100 hp;Hatchback/5;1 değişen
720000.0;Hyundai;Accent Blue;1.4 CVVT Mode Plus;2012.0;153.000 km;;;;1396 cc;108 hp;Sedan;Tamamı orjinal
750000.0;Hyundai;i20;1.4 CRDi Style;2015.0;119.000 km;;;;1396 cc;90 hp;Hatchback/5;2 boyalı
425000.0;Hyundai;Accent Blue;1.4 D-CVVT Mode Plus;2016.0;122.800 km;;;;1368 cc;100 hp;Sedan;Belirtilmemiş
200000.0;Hyundai;Accent;1.5 CRDi Admire;2005.0;270.000 km;;;;1493 cc;82 hp;Sedan;12 boyalı
595000.0;Hyundai;Accent Era;1.4 Team;2012.0;132.500 km;;;;1399 cc;97 hp;Sedan;4 boyalı
1120000.0;Hyundai;i20;1.4 MPI Style;2015.0;78.000 km;;;;1368 cc;100 hp;Hatchback/5;Tamamı orjinal
276500.0;Hyundai;Accent Era;1.4 Select;2007.0;718.000 km;;;;1399 cc;97 hp;Sedan;Belirtilmemiş
910000.0;Hyundai;Elantra;1.6 CRDi Style Plus;2018.0;229.500 km;;;;1582 cc;136 hp;Sedan;Belirtilmemiş
485500.0;Hyundai;Accent Era;1.4 Team;2007.0;196.000 km;;;;1399 cc;97 hp;Sedan;4 boyalı
395000.0;Hyundai;Accent Era;1.5 CRDi-VGT Team;2009.0;217.000 km;;;;1493 cc;110 hp;Sedan;3 değişen, 5 boyalı
385000.0;Hyundai;Accent Era;1.5 CRDi Mode;2011.0;331.500 km;;;;1493 cc;110 hp;Sedan;3 değişen, 5 boyalı
455000.0;Hyundai;Getz;1.5 VGT HY KLM;2007.0;224.000 km;;;;1493 cc;110 hp;Hatchback/5;1 boyalı
700000.0;Hyundai;Getz;1.4 DOHC Start;2010.0;59.000 km;;;;1399 cc;97 hp;Hatchback/5;3 boyalı
865000.0;Hyundai;Accent Blue;1.4 D-CVVT Mode Plus;2016.0;170.000 km;;;;1368 cc;100 hp;Sedan;5 boyalı
1100000.0;Hyundai;Elantra;1.6 D-CVVT Style;2014.0;155.000 km;;;;1591 cc;127 hp;Sedan;Tamamı orjinal
740000.0;Hyundai;i20;1.4 CVVT Jump;2012.0;190.500 km;;;;1396 cc;100 hp;Hatchback/5;5 boyalı
700000.0;Hyundai;i20;1.4 CVVT Jump;2012.0;160.000 km;;;;1396 cc;100 hp;Hatchback/5;5 boyalı
1060000.0;Hyundai;i20;1.4 MPI Style;2020.0;28.000 km;;;;1368 cc;100 hp;Hatchback/5;1 değişen
500000.0;Hyundai;i10;1.0 D-CVVT Style;2015.0;166.890 km;;;;1200 cm3' e kadar;51 - 75 HP;Hatchback/5;1 boyalı
269000.0;Hyundai;Getz;1.5 CRDi VGT Start;2008.0;185.000 km;;;;1493 cc;88 hp;Hatchback/5;Belirtilmemiş
1080000.0;Hyundai;Elantra;1.6 D-CVVT Style;2017.0;106.650 km;;;;1591 cc;127 hp;Sedan;2 boyalı
499750.0;Hyundai;Getz;1.5 CRDi VGT;2010.0;130.000 km;;;;1401 - 1600 cm3;76 - 100 HP;Hatchback/5;1 değişen, 1 boyalı
385000.0;Hyundai;Accent;1.3 Admire;2005.0;299.200 km;;;;1341 cc;86 hp;Sedan;1 değişen, 9 boyalı
1170000.0;Hyundai;Elantra;1.6 D-CVVT Style;2017.0;130.000 km;;;;1591 cc;127 hp;Sedan;Belirtilmemiş
330000.0;Hyundai;Accent;1.3 LX;2003.0;293.000 km;;;;1341 cc;86 hp;Sedan;Tamamı orjinal
589000.0;Hyundai;i20;1.2 D-CVVT Jump;2014.0;179.649 km;;;;1248 cc;85 hp;Hatchback/5;Belirtilmemiş
960000.0;Hyundai;Accent Blue;1.6 CRDI Mode Plus;2017.0;156.000 km;;;;1582 cc;136 hp;Sedan;Tamamı orjinal
830000.0;Hyundai;Accent Blue;1.6 CRDI Mode Plus;2015.0;198.500 km;;;;1582 cc;136 hp;Sedan;1 değişen, 6 boyalı
600000.0;Hyundai;i20;1.2 MPI Jump;2014.0;162.000 km;;;;1248 cc;84 hp;Hatchback/5;3 değişen, 1 boyalı
1100000.0;Hyundai;i20;1.4 MPI Jump;2022.0;93.900 km;;;;1368 cc;100 hp;Hatchback/5;Tamamı orjinal
250000.0;Hyundai;Accent;1.3 LS;2000.0;370.000 km;;;;1341 cc;75 hp;Sedan;Tamamı orjinal
235500.0;Hyundai;Accent;1.5 CRDi Admire;2004.0;204.000 km;;;;1493 cc;82 hp;Sedan;2 boyalı
800000.0;Hyundai;Accent Blue;1.4 CVVT Mode Plus;2016.0;107.000 km;;;;;;Sedan;Belirtilmemiş
800000.0;Hyundai;Accent Blue;1.4 CVVT Mode Plus;2016.0;107.000 km;;;;;;Sedan;Belirtilmemiş
475000.0;Hyundai;Getz;1.4 DOHC Start;2010.0;303.000 km;;;;1399 cc;97 hp;Hatchback/5;Belirtilmemiş
180000.0;Hyundai;Elantra;1.6 GL;1999.0;400.000 km;;;;1599 cc;114 hp;Sedan;11 boyalı
759900.0;Hyundai;Accent Blue;1.6 CRDI Mode Plus;2017.0;230.801 km;;;;1582 cc;136 hp;Sedan;6 boyalı
759900.0;Hyundai;Accent Blue;1.6 CRDI Mode Plus;2017.0;216.996 km;;;;1582 cc;136 hp;Sedan;8 boyalı
995000.0;Hyundai;i30;1.6 CRDi Elite;2012.0;148.000 km;;;;1582 cc;128 hp;Hatchback/5;2 değişen
650000.0;Hyundai;Accent Blue;1.6 CRDI Biz;2012.0;186.000 km;;;;1582 cc;128 hp;Sedan;2 değişen, 2 boyalı
320000.0;Hyundai;Accent;1.3 LX;2002.0;146.000 km;;;;1341 cc;86 hp;Sedan;1 değişen, 1 boyalı
479550.0;Hyundai;i20 Troy;1.4 CRDi Mode;2012.0;226.000 km;;;;1201 - 1400 cm3;76 - 100 HP;Hatchback/5;1 değişen, 8 boyalı
435000.0;Hyundai;Accent Era;1.4 Mode;2011.0;181.000 km;;;;1399 cc;97 hp;Sedan;3 değişen, 1 boyalı
845000.0;Hyundai;i20;1.2 MPI Style;2015.0;82.000 km;;;;1248 cc;84 hp;Hatchback/5;Belirtilmemiş
428000.0;Hyundai;Getz;1.5 CRDi VGT;2007.0;216.000 km;;;;1493 cc;88 hp;Hatchback/5;1 değişen, 11 boyalı
205000.0;Hyundai;Accent;1.5 CRDi Admire;2005.0;330.000 km;;;;1493 cc;82 hp;Sedan;Belirtilmemiş
420000.0;Hyundai;Accent;1.3 LX;2002.0;290.000 km;;;;1341 cc;86 hp;Sedan;2 değişen, 10 boyalı
699000.0;Hyundai;i30;1.6 CRDi Style;2012.0;275.000 km;;;;1582 cc;128 hp;Hatchback/5;1 değişen, 1 boyalı
569500.0;Hyundai;Accent Blue;1.6 CRDI Biz;2015.0;237.000 km;;;;1582 cc;136 hp;Sedan;2 boyalı
